Journal,Management,First Section,Second Section,Third Section,Fourth Section,Fifth Section,PubType,Relevance
REPRODUCTIVE HEALTH,0,X,0,X,0,X,J,1
RESEARCH IN HUMAN ECOLOGY: AN INTERDISCIPLINARY OVERVIEW,0,X,X,X,X,0,B,0
RESEARCH IN MICROBIOLOGY,0,X,X,X,0,X,J,1
RESEARCH JOURNAL OF CHEMISTRY AND ENVIRONMENT,1,X,NA,0,1,X,J,1
RESEARCH JOURNAL OF PHARMACEUTICAL BIOLOGICAL AND CHEMICAL SCIENCES,1,X,1,X,X,X,J,1
RESEARCH ON ARCTIC GEESE,1,X,NA,X,X,1,S,0
RESEARCH POLICY,1,X,NA,1,X,X,J,1
RESILIENCE-INTERNATIONAL POLICIES PRACTICES AND DISCOURSES,1,X,1,0,X,X,J,1
RESILIENT CITIES: CITIES AND ADAPTATION TO CLIMATE CHANGE - PROCEEDINGS OF THE GLOBAL FORUM 2010,0,X,X,X,0,X,B,0
RESOURCE AND ENERGY ECONOMICS,1,X,1,1,1,1,J,1
RESOURCES-BASEL,1,1,NA,1,X,X,J,1
RESOURCES CONSERVATION AND RECYCLING,1,1,NA,1,X,X,J,1
RESOURCES POLICY,1,X,NA,1,1,X,J,1
RESPONSIBLE FISHERIES IN THE MARINE ECOSYSTEM,1,X,NA,X,X,1,B,0
Restoration and Management of Tropical Eutrophic Lakes,1,X,NA,X,X,1,B,0
RESTORATION ECOLOGY,1,1,1,1,1,1,J,1
"RETHINKING AGRICULTURAL POLICY REGIMES: FOOD SECURITY, CLIMATE CHANGE AND THE FUTURE RESILIENCE OF GLOBAL AGRICULTURE",1,X,NA,X,1,X,B,0
Rethinking Global Land Use in an Urban Era,0,X,X,0,X,X,B,0
REVIEW OF BEHAVIORAL ECONOMICS,1,X,NA,1,X,X,J,1
REVIEW OF ENVIRONMENTAL ECONOMICS AND POLICY,1,X,NA,X,1,X,J,1
REVIEW OF PALAEOBOTANY AND PALYNOLOGY,1,0,NA,0,1,0,J,1
REVIEW OF POLICY RESEARCH,1,0,NA,1,1,X,J,1
REVIEW OF RADICAL POLITICAL ECONOMICS,0,0,X,X,X,X,J,1
REVIEWS IN AQUACULTURE,1,X,NA,1,1,X,J,1
REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY,1,0,NA,1,1,X,J,1
REVIEWS IN FISH BIOLOGY AND FISHERIES,1,1,NA,1,1,1,J,1
REVIEWS IN FISHERIES SCIENCE,1,X,NA,1,1,1,J,1
REVIEWS IN FISHERIES SCIENCE & AQUACULTURE,1,1,1,0,X,X,J,1
REVISTA ARVORE,1,X,1,X,X,X,J,1
REVISTA BRASILEIRA DE ENTOMOLOGIA,0,0,0,X,X,X,J,1
REVISTA BRASILEIRA DE PALEONTOLOGIA,0,X,0,X,X,X,J,1
REVISTA CHILENA DE HISTORIA NATURAL,1,1,NA,X,1,1,J,1
REVISTA CIENTIFICA-FACULTAD DE CIENCIAS VETERINARIAS,0,0,X,X,X,X,J,1
REVISTA DE BIOLOGIA TROPICAL,1,1,NA,1,1,1,J,1
REVISTA DE CHIMIE,1,X,1,X,X,X,J,1
REVISTA ECORFAN,0,0,X,X,X,X,J,1
REVISTA MEXICANA DE BIODIVERSIDAD,1,1,1,0,X,X,J,1
REVISTA PUBLICANDO,1,1,X,X,X,X,J,1
REVISTA SAN GREGORIO,0,0,X,X,X,X,J,1
REVUE D ANTHROPOLOGIE DES CONNAISSANCES,1,X,1,X,X,X,J,1
REVUE D ECOLOGIE-LA TERRE ET LA VIE,1,X,1,X,X,X,J,1
REVUE DE MEDECINE VETERINAIRE,1,X,NA,X,X,1,J,1
REVUE DE METALLURGIE-CAHIERS D INFORMATIONS TECHNIQUES,0,X,X,0,X,X,J,1
REVUE DE MICROPALEONTOLOGIE,0,0,X,X,X,X,J,1
REVUE SCIENTIFIQUE ET TECHNIQUE-OFFICE INTERNATIONAL DES EPIZOOTIES,1,X,NA,1,1,0,J,1
RHODORA,1,X,NA,X,X,1,J,1
RIDE-THE JOURNAL OF APPLIED THEATRE AND PERFORMANCE,0,X,X,X,0,X,J,1
RISK ANALYSIS,1,X,NA,X,X,1,J,1
RISK ANALYSIS V: SIMULATION AND HAZARD MITIGATION,1,X,NA,X,X,1,S,0
RISK ASSESSMENT AS A TOOL FOR WATER RESOURCES DECISION-MAKING IN CENTRAL ASIA,1,X,NA,X,X,1,S,0
RISK IN WATER RESOURCES MANAGEMENT,1,X,NA,X,1,X,S,0
RISK MANAGEMENT-AN INTERNATIONAL JOURNAL,0,X,X,X,0,X,J,1
RIVER BASIN MANAGEMENT III,1,X,NA,X,X,1,S,0
RIVER BASIN MANAGEMENT VIII,1,X,NA,1,X,X,S,0
RIVER BASIN RESEARCH AND PLANNING APPROACH,1,X,NA,X,X,1,B,0
"RIVER FLOW 2006, VOLS 1 AND 2",0,X,X,X,X,0,B,0
RIVER FLOW 2014,1,X,NA,1,X,X,B,0
RIVER RESEARCH AND APPLICATIONS,1,1,1,1,1,1,J,1
ROCZNIK OCHRONA SRODOWISKA,0,0,X,X,X,X,J,1
ROLE OF BIODIVERSITY CONSERVATION IN THE TRANSITION TO RURAL SUSTAINABILITY,1,X,NA,X,X,1,S,0
ROMANIAN AGRICULTURAL RESEARCH,1,1,NA,0,1,X,J,1
ROMANIAN BIOTECHNOLOGICAL LETTERS,1,X,NA,1,X,0,J,1
ROYAL SOCIETY OPEN SCIENCE,1,1,NA,1,X,X,J,1
RSC ADVANCES,1,1,X,X,X,X,J,1
RURAL AND REMOTE HEALTH,1,X,NA,X,1,X,J,1
"RURAL DEVELOPMENT 2013: PROCEEDINGS, VOL6, BOOK 1",1,X,NA,X,1,X,S,0
"RURAL DEVELOPMENT IN GLOBAL CHANGES, VOL 5, BOOK 2",1,X,NA,X,1,X,S,0
RURAL DEVELOPMENT: KNOWLEDGE & EXPERTISE IN GOVERNANCE,1,X,NA,1,X,X,B,0
RURAL SOCIETY,1,X,1,X,X,X,J,1
RURAL SOCIOLOGY,1,0,NA,X,0,1,J,1
RUSSIAN JOURNAL OF DEVELOPMENTAL BIOLOGY,0,X,X,X,0,X,J,1
RUSSIAN JOURNAL OF MARINE BIOLOGY,1,X,1,X,X,X,J,1
RUSSIAN JOURNAL OF NEMATOLOGY,1,X,NA,X,X,1,J,1
SAGE OPEN,1,X,NA,1,X,X,J,1
SAINS MALAYSIANA,1,X,NA,1,X,X,J,1
SALMON AT THE EDGE,1,X,NA,X,X,1,B,0
SAMJ SOUTH AFRICAN MEDICAL JOURNAL,0,X,0,0,X,X,J,1
"SAPROXYLIC INSECTS: DIVERSITY, ECOLOGY AND CONSERVATION",1,1,X,X,X,X,S,0
SAR AND QSAR IN ENVIRONMENTAL RESEARCH,0,0,X,X,X,X,J,1
SARATOV FALL MEETING 2011: OPTICAL TECHNOLOGIES IN BIOPHYSICS AND MEDICINE XIII,0,X,X,X,0,X,S,0
SARATOV FALL MEETING 2015 THIRD INTERNATIONAL SYMPOSIUM ON OPTICS AND BIOPHOTONICS; AND SEVENTH FINNISH-RUSSIAN PHOTONICS AND LASER SYMPOSIUM (PALS),0,X,0,X,X,X,S,0
SAUDI JOURNAL OF BIOLOGICAL SCIENCES,1,1,1,X,1,X,J,1
SAVA RIVER,0,X,X,0,X,X,S,0
SAVING BIOLOGICAL DIVERSITY: BALANCING PROTECTION OF ENDANGERED SPECIES AND ECOSYSTEMS,1,X,NA,X,X,1,B,0
SCANDINAVIAN JOURNAL OF FOREST RESEARCH,1,1,NA,0,X,1,J,1
SCHISTOSOMIASIS IN THE PEOPLE'S REPUBLIC OF CHINA: FROM CONTROL TO ELIMINATION,1,X,1,0,X,X,S,0
SCIENCE,1,1,NA,1,1,1,J,1
SCIENCE ADVANCES,1,1,1,1,X,X,J,1
SCIENCE AND ENGINEERING ETHICS,1,X,1,X,X,X,J,1
SCIENCE AND PUBLIC POLICY,0,X,0,X,X,X,J,1
SCIENCE AND SENSIBILITY: NEGOTIATING AN ECOLOGY OF PLACE,0,X,0,X,X,X,B,0
SCIENCE AND STEWARDSHIP TO PROTECT AND SUSTAIN WILDERNESS VALUES,1,X,NA,X,1,1,S,0
SCIENCE AND TECHNOLOGY STUDIES,1,X,1,X,X,X,J,1
SCIENCE AS CULTURE,1,X,NA,X,1,X,J,1
SCIENCE CHINA-EARTH SCIENCES,1,1,1,X,0,X,J,1
SCIENCE CHINA-LIFE SCIENCES,0,0,X,X,X,X,J,1
SCIENCE CHINA-TECHNOLOGICAL SCIENCES,1,1,X,X,X,X,J,1
SCIENCE COMMUNICATION,1,X,1,0,X,X,J,1
"SCIENCE DIPLOMACY: ANTARCTICA, SCIENCE, AND THE GOVERNANCE OF INTERNATIONAL SPACES",0,X,X,X,0,X,B,0
SCIENCE EDUCATION,0,X,X,0,X,X,J,1
SCIENCE IN CHINA SERIES C-LIFE SCIENCES,1,X,NA,X,X,1,J,1
SCIENCE IN CHINA SERIES D-EARTH SCIENCES,1,X,NA,X,X,1,J,1
SCIENCE IN CHINA SERIES E-ENGINEERING & MATERIALS SCIENCE,1,X,NA,X,X,1,J,1
SCIENCE INTO POLICY: WATER IN THE PUBLIC REALM,1,X,NA,X,X,1,B,0
SCIENCE OF NATURE,0,0,X,X,X,X,J,1
SCIENCE OF THE TOTAL ENVIRONMENT,1,1,1,1,1,1,J,1
SCIENCE TECHNOLOGY & HUMAN VALUES,1,X,NA,1,0,X,J,1
SCIENCE TECHNOLOGY AND SOCIETY,1,X,NA,1,X,X,J,1
SCIENTIA FORESTALIS,1,X,NA,1,X,X,J,1
SCIENTIA MARINA,1,1,1,1,1,1,J,1
SCIENTIFIC DATA,0,0,0,0,X,X,J,1
SCIENTIFIC PAPERS-SERIES D-ANIMAL SCIENCE,1,X,1,X,X,X,J,1
SCIENTIFIC PAPERS-SERIES MANAGEMENT ECONOMIC ENGINEERING IN AGRICULTURE AND RURAL DEVELOPMENT,1,1,1,X,X,X,J,1
SCIENTIFIC REPORTS,1,1,1,1,X,X,J,1
SCIENTIFIC RESEARCH AND ESSAYS,1,X,NA,X,1,X,J,1
SCIENTIFIC WORLD JOURNAL,1,X,NA,1,1,X,J,1
SCIENTIFICA,1,1,X,X,X,X,J,1
SCIENTIST,0,X,X,X,X,0,J,1
SCIENTOMETRICS,0,X,X,0,X,X,J,1
SCOTTISH GEOGRAPHICAL JOURNAL,1,X,NA,0,1,X,J,1
SCRIPTA NOVA-REVISTA ELECTRONICA DE GEOGRAFIA Y CIENCIAS SOCIALES,1,X,NA,X,1,X,J,1
SEA LIONS OF THE WORLD,1,X,NA,X,X,1,B,0
"SECOND INTERNATIONAL CONFERENCE ON LEADERSHIP, TECHNOLOGY AND INNOVATION MANAGEMENT (2012)",1,X,NA,1,X,X,S,0
SEED SCIENCE RESEARCH,1,X,NA,X,1,X,J,1
SEEFOR-SOUTH-EAST EUROPEAN FORESTRY,1,X,1,1,X,X,J,1
SELECTED PROCEEDINGS OF THE TENTH INTERNATIONAL CONFERENCE ON WASTE MANAGEMENT AND TECHNOLOGY,1,X,NA,1,X,X,S,0
"SELENIUM IN PLANTS: MOLECULAR, PHYSIOLOGICAL, ECOLOGICAL AND EVOLUTIONARY ASPECTS",1,X,1,X,X,X,S,0
SENSORS,1,1,NA,0,1,1,J,1
SEVENTH INTERNATIONAL CONFERENCE ON REMOTE SENSING AND GEOINFORMATION OF THE ENVIRONMENT (RSCY2019),1,1,X,X,X,X,S,0
SEVENTH INTERNATIONAL CONFERENCE ON WASTE MANAGEMENT AND TECHNOLOGY (ICWMT 7),0,X,X,X,0,X,S,0
SEVENTH INTERNATIONAL SYMPOSIUM ON ENVIRONMENTAL CONCERNS IN RIGHTS-OF-WAY-MANAGEMENT,1,X,X,X,X,1,B,0
"SGEM 2008: 8TH INTERNATIONAL SCIENTIFIC CONFERENCE, VOL II, CONFERENCE PROCEEDINGS",1,X,X,X,X,1,B,0
"SGEM 2009: 9TH INTERNATIONAL MULTIDISCIPLINARY SCIENTIFIC GEOCONFERENCE, VOL II, CONFERENCE PROCEEDING: MODERN MANAGEMENT OF MINE PRODUCING, GEOLOGY AND ENVIRONMENTAL PROTECTION",0,X,X,X,X,0,B,0
"SGEM 2016, BK 1: PSYCHOLOGY AND PSYCHIATRY, SOCIOLOGY AND HEALTHCARE, EDUCATION CONFERENCE PROCEEDINGS, VOL II",1,X,1,X,X,X,S,0
SIAM-ASA JOURNAL ON UNCERTAINTY QUANTIFICATION,0,X,X,0,X,X,J,1
SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS,0,X,X,0,X,X,J,1
SIAM JOURNAL ON APPLIED MATHEMATICS,0,X,X,X,X,0,J,1
SIAM REVIEW,0,X,X,0,X,X,J,1
SILVA FENNICA,1,X,NA,X,1,1,J,1
SILVAE GENETICA,1,X,NA,X,X,1,J,1
SILVICULTURE IN THE TROPICS,1,X,NA,X,1,X,S,0
SILVOPASTORAL SYSTEMS IN SOUTHERN SOUTH AMERICA,1,X,1,X,X,X,S,0
SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,1,X,NA,1,X,X,J,1
SIMULATION MODELLING PRACTICE AND THEORY,1,X,NA,X,X,1,J,1
SINGAPORE JOURNAL OF TROPICAL GEOGRAPHY,1,1,NA,1,X,X,J,1
SIXTH INTERNATIONAL CONFERENCE ON REMOTE SENSING AND GEOINFORMATION OF THE ENVIRONMENT (RSCY2018),1,1,X,X,X,X,S,0
"SIXTH INTERNATIONAL SYMPOSIUM ON DIGITAL EARTH: MODELS, ALGORITHMS, AND VIRTUAL REALITY",1,X,NA,X,1,X,S,0
SMALL-SCALE FISHERIES MANAGEMENT: FRAMEWORKS AND APPROACHES FOR THE DEVELOPING WORLD,1,X,NA,X,1,X,B,0
SMALL-SCALE FORESTRY,1,1,NA,1,1,X,J,1
SMALL RUMINANT RESEARCH,1,X,NA,X,1,X,J,1
SMART AND SUSTAINABLE BUILT ENVIRONMENTS,0,NA,X,X,X,0,B,0
SOCIAL-ECOLOGICAL SYSTEMS IN TRANSITION,0,X,X,0,X,X,S,0
SOCIAL DEVELOPMENT,0,NA,X,X,X,0,B,0
SOCIAL ECOLOGY: SOCIETY-NATURE RELATIONS ACROSS TIME AND SPACE,1,NA,1,X,X,X,B,0
SOCIAL FORCES,0,NA,X,X,X,0,J,1
SOCIAL INCLUSION,1,NA,NA,1,X,X,J,1
SOCIAL INDICATORS RESEARCH,0,0,X,X,X,X,J,1
SOCIAL JUSTICE RESEARCH,0,0,X,X,X,X,J,1
"SOCIAL MOVEMENTS, PUBLIC SPHERES AND THE EUROPEAN POLITICS OF THE ENVIRONMENT: GREEN POWER EUROPE",0,X,X,X,0,X,B,0
SOCIAL SCIENCE & MEDICINE,0,0,X,0,X,0,J,1
SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES,1,X,X,X,X,1,J,1
SOCIAL SCIENCE QUARTERLY,1,X,X,X,X,1,J,1
SOCIAL STUDIES OF SCIENCE,0,X,X,X,0,X,J,1
SOCIAL WELLBEING AND THE VALUES OF SMALL-SCALE FISHERIES,0,0,X,X,X,X,S,0
SOCIALIST STUDIES,0,X,0,X,X,X,J,1
SOCIETIES,0,0,X,X,X,X,J,1
SOCIETY & NATURAL RESOURCES,1,1,NA,1,1,1,J,1
SOCIETY AND BUSINESS REVIEW,0,0,X,0,X,X,J,1
"SOCIO-METABOLIC PERSPECTIVES ON THE SUSTAINABILITY OF LOCAL FOOD SYSTEMS: INSIGHTS FOR SCIENCE, POLICY AND PRACTICE",1,NA,1,X,X,X,B,0
SOCIOBIOLOGY,1,1,X,X,X,X,J,1
SOCIOECONOMIC ENVIRONMENTAL POLICIES AND EVALUATIONS IN REGIONAL SCIENCE: ESSAYS IN HONOR OF YOSHIRO HIGANO,0,X,0,X,X,X,S,0
SOCIOLOGIA RURALIS,1,0,NA,X,X,1,J,1
SOCIOLOGICAL FORUM,0,X,NA,X,X,0,J,1
SOCIOLOGICAL INQUIRY,1,1,NA,X,X,X,J,1
SOCIOLOGICAL QUARTERLY,1,0,NA,1,X,X,J,1
"SOCIOLOGY, ORGANIC FARMING, CLIMATE CHANGE AND SOIL SCIENCE",1,X,NA,X,1,X,B,0
SODA LAKES OF EAST AFRICA,1,X,NA,1,X,X,B,0
SOIL,1,1,X,X,X,X,J,1
SOIL-VEGETATION-ATMOSPHERE TRANSFER SCHEMES AND LARGE-SCALE HYDROLOGICAL MODELS,1,X,NA,X,X,1,S,0
SOIL & SEDIMENT CONTAMINATION,0,X,X,0,X,X,J,1
SOIL & TILLAGE RESEARCH,1,1,NA,X,X,1,J,1
SOIL BIOLOGICAL COMMUNITIES AND ECOSYSTEM RESILIENCE,1,X,1,X,X,X,B,0
SOIL BIOLOGY & BIOCHEMISTRY,1,0,NA,0,X,1,J,1
SOIL SCIENCE,0,X,0,0,X,X,J,1
SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,1,X,1,X,X,0,J,1
SOIL USE AND MANAGEMENT,1,X,NA,X,X,1,J,1
SOLID EARTH,1,X,1,X,X,X,J,1
SOUTH AFRICAN ARCHAEOLOGICAL BULLETIN,1,X,NA,X,1,X,J,1
SOUTH AFRICAN GEOGRAPHICAL JOURNAL,1,1,NA,X,1,X,J,1
SOUTH AFRICAN JOURNAL OF BOTANY,1,1,1,1,1,1,J,1
SOUTH AFRICAN JOURNAL OF GEOMATICS,1,1,1,X,X,X,J,1
SOUTH AFRICAN JOURNAL OF SCIENCE,1,X,NA,X,1,1,J,1
SOUTH AFRICAN JOURNAL OF WILDLIFE RESEARCH,1,X,NA,X,X,1,J,1
SOUTH AFRICAN JOURNAL ON HUMAN RIGHTS,1,X,NA,1,X,X,J,1
SOUTH AFRICAN MUSEUMS ASSOCIATION BULLETIN,0,0,X,X,X,X,J,1
SOUTH AMERICAN JOURNAL OF HERPETOLOGY,1,X,1,X,X,X,J,1
SOUTH ASIA RESEARCH,0,0,X,X,X,X,J,1
SOUTHEASTERN GEOGRAPHER,0,0,X,X,X,X,J,1
SOUTHEASTERN NATURALIST,1,X,NA,1,X,X,J,1
SOUTHERN ECONOMIC JOURNAL,0,X,X,X,X,0,J,1
SOUTHERN FORESTS,1,X,NA,X,1,X,J,1
SOUTHWESTERN RARE AND ENDANGERED PLANTS: PROCEEDINGS OF THE THIRD CONFERENCE,1,X,NA,X,X,1,B,0
SPACE AND CULTURE,0,0,X,X,X,X,J,1
SPANISH JOURNAL OF AGRICULTURAL RESEARCH,1,X,NA,1,1,X,J,1
SPATIAL DIMENSIONS OF WATER MANAGEMENT - REDISTRIBUTION OF BENEFITS AND RISKS,1,X,1,X,X,X,S,0
SPATIAL STATISTICS,1,X,1,1,X,X,J,1
"SPATIAL STATISTICS CONFERENCE 2015, PART 2",0,X,X,0,X,X,S,0
SPECIES DIVERSITY AND EXTINCTION,1,X,NA,X,1,X,B,0
SPECTROCHIMICA ACTA PART A-MOLECULAR AND BIOMOLECULAR SPECTROSCOPY,1,1,X,X,X,X,J,1
SPRINGERPLUS,1,X,NA,X,1,X,J,1
"STABILITY OF TROPICAL RAINFOREST MARGINS: LINKING ECOLOGICAL, ECONOMIC AND SOCIAL CONSTRAINTS OF LAND USE AND CONSERVATION",1,X,NA,X,X,1,S,0
STATE OF THE PLANET: FRONTIERS AND CHALLENGES IN GEOPHYSICS,0,X,X,X,X,0,S,0
STATES OF DISEASE: POLITICAL ENVIRONMENTS AND HUMAN HEALTH,0,X,0,X,X,X,B,0
STATISTICA NEERLANDICA,0,X,X,X,0,X,J,1
STATISTICAL METHODS IN MEDICAL RESEARCH,0,0,X,X,X,X,J,1
STATISTICAL SCIENCE,0,X,X,0,X,0,J,1
STATISTICS AND COMPUTING,0,X,X,0,X,X,J,1
"STATUS, DISTRIBUTION, AND CONSERVATION OF NATIVE FRESHWATER FISHES OF WESTERN NORTH AMERICA",1,X,NA,X,X,1,S,0
STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,1,1,1,1,1,X,J,1
STOCK ENHANCEMENT AND SEA RANCHING,1,X,NA,X,X,1,B,0
STRATEGIC MANAGEMENT OF MARINE ECOSYSTEMS,1,X,NA,X,X,1,S,0
STRATEGIES FOR BUILDING RESILIENCE AGAINST CLIMATE AND ECOSYSTEM CHANGES IN SUB-SAHARAN AFRICA,1,1,X,X,X,X,S,0
"STREAM RESTORATION IN DYNAMIC FLUVIAL SYSTEMS: SCIENTIFIC APPROACHES, ANALYSES, AND TOOLS",1,X,NA,X,1,X,S,0
"STRUCTURE, FUNCTION AND DYNAMICS FROM NM TO GM",0,X,0,X,X,X,S,0
"STRUCTURE, FUNCTION AND MANAGEMENT IMPLICATIONS OF FLUVIAL SEDIMENTARY SYSTEMS",1,X,NA,X,X,1,S,0
STUDIES IN AGRICULTURAL ECONOMICS,0,0,X,X,X,X,J,1
STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT,1,X,NA,X,1,X,J,1
"SUCCESSES, LIMITATIONS, AND FRONTIERS IN ECOSYSTEM SCIENCE",1,X,NA,X,X,1,B,0
SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,0,0,X,X,X,X,J,1
SURVEYS IN GEOPHYSICS,1,X,NA,X,X,1,J,1
SURVIVAL AND SUSTAINABILITY: ENVIRONMENTAL CONCERNS IN THE 21ST CENTURY,1,X,NA,X,1,X,S,0
"SURVIVING SUDDEN ENVIRONMENTAL CHANGE: UNDERSTANDING HAZARDS, MITIGATING IMPACTS, AVOIDING DISASTERS",1,X,NA,X,1,X,B,0
SUSTAINABILITY,1,1,1,1,1,X,J,1
SUSTAINABILITY 2009: THE NEXT HORIZON,0,X,X,X,X,0,S,0
"SUSTAINABILITY CONFLICTS IN COASTAL INDIA: HAZARDS, CHANGING CLIMATE AND DEVELOPMENT DISCOURSES IN THE SUNDARBANS",0,0,X,X,X,X,S,0
SUSTAINABILITY SCIENCE,1,1,NA,1,1,1,J,1
SUSTAINABLE AGRICULTURE REVIEWS 28: ECOLOGY FOR AGRICULTURE,1,1,X,X,X,X,S,0
SUSTAINABLE AGRICULTURE REVIEWS 31: BIOCONTROL,1,1,X,X,X,X,S,0
"SUSTAINABLE AGRICULTURE REVIEWS, VOL 17",1,X,X,1,X,X,S,0
"SUSTAINABLE AGRICULTURE, VOL 2",1,X,X,X,1,X,B,0
"SUSTAINABLE ARCHITECTURE AND URBAN DEVELOPMENT (SAUD 2010), VOL II",1,X,X,X,1,X,B,0
SUSTAINABLE CITIES AND SOCIETY,1,1,X,0,X,X,J,1
SUSTAINABLE CITY IV : URBAN REGENERATION AND SUSTAINABILITY,0,X,X,X,X,0,S,0
SUSTAINABLE DEVELOPMENT,1,X,1,0,X,X,J,1
SUSTAINABLE DEVELOPMENT AND DISASTER RISK REDUCTION,0,X,0,X,X,X,S,0
"Sustainable Development and Planning II, Vols 1 and 2",0,X,X,X,X,0,S,0
"SUSTAINABLE DEVELOPMENT AND PLANNING IV, VOLS 1 AND 2",1,X,NA,X,X,1,S,0
SUSTAINABLE DEVELOPMENT IN MOUNTAIN REGIONS: SOUTHEASTERN EUROPE,1,X,NA,X,1,X,B,0
SUSTAINABLE DEVELOPMENT IN PRACTICE: SUSTAINOMICS METHODOLOGY AND APPLICATIONS,0,X,X,X,X,0,B,0
"SUSTAINABLE DEVELOPMENT, KNOWLEDGE SOCIETY AND SMART FUTURE MANUFACTURING TECHNOLOGIES",0,X,X,0,X,X,B,0
"SUSTAINABLE ECONOMIC GROWTH, EDUCATION EXCELLENCE, AND INNOVATION MANAGEMENT THROUGH VISION 2020, VOLS I-VII",0,X,0,X,X,X,B,0
"SUSTAINABLE ENVIRONMENT AND TRANSPORTATION, PTS 1-4",1,X,NA,X,1,X,S,0
SUSTAINABLE MANAGEMENT OF NORTH AMERICAN FISHERIES,1,X,NA,X,X,1,S,0
SUSTAINABLE PLANNING AND DEVELOPMENT,1,X,NA,X,X,1,S,0
SUSTAINABLE SMART CITIES IN INDIA: CHALLENGES AND FUTURE PERSPECTIVES,1,X,1,X,X,X,S,0
"SUSTAINABLE TECHNOLOGIES, POLICIES, AND CONSTRAINTS IN THE GREEN ECONOMY",1,X,NA,X,1,X,B,0
SUSTAINABLE TOURISM II,1,X,NA,X,X,1,S,0
SUSTAINABLE TOURISM III,1,X,NA,X,X,1,S,0
SUSTAINABLE TOURISM IV,1,X,NA,X,1,X,S,0
SUSTAINABLE WATER MANAGEMENT IN URBAN ENVIRONMENTS,1,X,NA,1,X,X,S,0
SUSTAINABLE WATER RESOURCES MANAGEMENT,1,1,1,X,X,X,J,1
SUSTAINING LARGE MARINE ECOSYSTEMS: THE HUMAN DIMENSION,1,X,X,X,X,1,S,0
"SUSTAINING YOUNG FOREST COMMUNITIES: ECOLOGY AND MANAGEMENT OF EARLY SUCCESSIONAL HABITATS IN THE CENTRAL HARDWOOD REGION, USA",1,X,X,X,1,X,S,0
"SWARM, EVOLUTIONARY, AND MEMETIC COMPUTING, PT I",0,X,X,X,0,X,S,0
SYDOWIA,0,X,X,X,0,X,J,1
SYSTEM DYNAMICS: MODELLING AND SIMULATION,1,X,1,X,X,X,S,0
SYSTEMATIC BIOLOGY,1,X,1,0,X,0,J,1
SYSTEMATIC ENTOMOLOGY,0,X,X,X,X,0,J,1
SYSTEMATICS AND BIODIVERSITY,1,X,1,X,X,X,J,1
SYSTEMIC APPROACHES IN BIOINFORMATICS AND COMPUTATIONAL SYSTEMS BIOLOGY: RECENT ADVANCES,1,X,X,X,1,X,B,0
SYSTEMIC PRACTICE AND ACTION RESEARCH,1,0,X,X,0,1,J,1
SYSTEMS,0,0,X,X,X,X,J,1
"SYSTEMS ANALYSIS IN FOREST RESOURCES, PROCEEDINGS",1,X,X,X,X,1,S,0
SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE,1,X,1,X,X,X,J,1
TAIWANIA,1,X,1,X,X,X,J,1
TALANTA,0,0,X,X,X,X,J,1
TARIH KULTUR VE SANAT ARASTIRMALARI DERGISI-JOURNAL OF HISTORY CULTURE AND ART RESEARCH,1,X,1,X,X,X,J,1
TECHNE-JOURNAL OF TECHNOLOGY FOR ARCHITECTURE AND ENVIRONMENT,0,0,X,X,X,X,J,1
TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,0,X,0,X,0,X,J,1
TECHNOLOGIES AND INNOVATIONS FOR DEVELOPMENT: SCIENTIFIC COOPERATION FOR A SUSTAINABLE FUTURE,0,X,X,X,0,X,B,0
TECHNOLOGY IN SOCIETY,0,0,X,X,X,X,J,1
"TELEMETRY: RESEARCH, TECHNOLOGY AND APPLICATIONS",0,X,X,X,X,0,B,0
TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES,1,1,1,X,X,X,J,1
"TEXTILE BIOENGINEERING AND INFORMATICS SYMPOSIUM PROCEEDINGS, VOLS 1-3",0,X,X,X,0,X,B,0
THALASSAS,0,X,0,X,X,X,J,1
THEOLOGY AND SCIENCE,0,0,X,X,X,X,J,1
THEORETICAL AND APPLIED CLIMATOLOGY,1,1,NA,1,X,X,J,1
THEORETICAL AND APPLIED ECOLOGY,1,1,X,X,X,X,J,1
THEORETICAL AND APPLIED GENETICS,1,X,X,X,X,1,J,1
THEORETICAL AND EXPERIMENTAL PLANT PHYSIOLOGY,0,X,X,0,X,X,J,1
THEORETICAL ECOLOGY,1,1,1,1,1,X,J,1
THEORETICAL POPULATION BIOLOGY,1,1,X,1,1,1,J,1
THEORY CULTURE & SOCIETY,0,X,X,0,0,X,J,1
THERIOGENOLOGY,1,X,X,X,1,1,J,1
THESIS ELEVEN,1,1,X,X,X,X,J,1
THIRD WORLD QUARTERLY,1,0,1,X,X,X,J,1
